OBJECTID,TYPE,YEAR,DATE_,TIME,CCN,AGE,OFFENSE_DISTRICT,OFFENSE_PSA,OFFENSE_BLOCKX,OFFENSE_BLOCKY,DEFENDANT_PSA,DEFENDANT_DISTRICT,RACE,ETHNICITY,SEX,CATEGORY,DESCRIPTION,ADDRESS,ARREST_BLOCKX,ARREST_BLOCKY,DATETIME
2047,Possession,2012,2012/01/25 05:00:00+00,12:43:00,"b'e\xa3@\x0e;Y,'",69,3D,305,397400,138500,307,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,13TH ST NW,397200,141300,2012/01/25 17:43:00+00
2048,Possession,2013,2013/11/17 05:00:00+00,06:35:00,b'e\x9d]\xce\x1e\x969',21,1D,108,401700,135500,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF INDEPENDENCE AVE SE,401700,135500,2013/11/17 23:35:00+00
2049,Public consumption,2016,2016/05/26 04:00:00+00,07:40:12,b'e\x99\r1T\x88\x9b',18,3D,308,398000,138400,502,5D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1700 BLOCK OF 8TH STREET NW,398000,138400,2016/05/26 23:40:12+00
2050,Possession,2012,2012/08/31 04:00:00+00,10:21:00,b'E\x95Si\x1f\xbe\xcc',31,5D,502,399500,138100,501,5D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,100 BLOCK OF Q ST NE,398900,138200,2012/09/01 02:21:00+00
2051,Possession,2012,2012/02/21 05:00:00+00,01:20:00,b'e\x90\xcb%\xa0\xc7\x03',31,4D,407,398300,141100,701,7D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,500 BLOCK OF QUINCY ST NW,398300,141100,2012/02/21 06:20:00+00
2052,Possession,2012,2012/09/24 04:00:00+00,04:07:00,b'E\x90\x08\x95$\xe8\x13',56,1D,106,399300,133800,Out of State,Out of State,W ,U ,M,Narcotics,Ucsa Poss Marijuana,1500 BLOCK OF SOUTH CAPITOL ST SE,399300,133800,2012/09/24 20:07:00+00
2053,Possession,2013,2013/07/04 04:00:00+00,06:49:00,b'e-\x8b\x11\xb5\xa5\xf0',19,3D,308,398500,138100,404,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,NEW JERSEY AVE NW / Q ST NW,398500,138100,2013/07/04 22:49:00+00
2054,Public consumption,2015,2015/05/14 04:00:00+00,05:44:00,b'e\x7f\xf4\x95!\xa1*',20,3D,302,397400,140000,405,4D,B ,N ,M,Narcotics,Public Consumption Of Marijuana,1300 BLOCK OF COLUMBIA RD NW,397400,140000,2015/05/14 21:44:00+00
2055,Possession,2013,2013/01/26 05:00:00+00,09:20:00,b'e\x1e\x0f\xdc\x94\x1c\xb5',34,1D,107,401000,135100,602,6D,B ,U ,F,Narcotics,Ucsa Poss Marijuana,13TH ST SE / D ST SE,401000,135100,2013/01/27 02:20:00+00
2056,Possession with intent to distribute,2012,2012/04/10 04:00:00+00,08:40:00,b'E\x1d\x0co\x94yx',23,7D,701,402500,132400,,,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,2400 BLOCK OF SKYLAND PL SE,402400,132400,2012/04/11 00:40:00+00
2057,Possession with intent to distribute,2013,2013/03/26 04:00:00+00,05:13:00,b'e\x1c\x9f\x88\xb6\xc5g',22,6D,601,404200,137500,703,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,3600 BLOCK OF HAYES ST NE,404200,137500,2013/03/26 21:13:00+00
2058,Possession,2012,2012/12/28 05:00:00+00,06:38:00,b'E\x1c\x89\xb0\xec\xe1<',30,4D,403,397900,143300,402,4D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,8TH ST NW / LONGFELLOW ST NW,397900,143300,2012/12/28 23:38:00+00
2059,Possession with intent to distribute,2012,2012/06/05 04:00:00+00,07:40:00,b'E\x1b\xcf ?\xce\xe4',21,7D,708,399300,128100,,,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,IRVINGTON ST SW,399200,128100,2012/06/05 23:40:00+00
2060,Possession with intent to distribute,2015,2015/01/20 05:00:00+00,12:05:00,b'e\x1a\x95\x05\x19\xdcL',36,6D,604,406100,135700,608,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,5000 BLOCK OF EAST CAPITOL ST SE,406100,135700,2015/01/20 05:05:00+00
2061,Possession with intent to distribute,2012,2012/08/03 04:00:00+00,01:45:00,b'e\x18\xc0\xa2\xe4Yt',18,5D,506,401000,138300,501,5D,B ,N ,F,Narcotics,Ucsa Pwid Marijuana,1000 BLOCK OF MOUNT OLIVET RD NE,401000,138300,2012/08/03 05:45:00+00
2062,Possession,2012,2012/07/05 04:00:00+00,08:30:00,b'E\x12R!\x14\xd7\x1a',20,1D,106,400800,134500,708,7D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1100 BLOCK OF K ST SE,400800,134500,2012/07/06 00:30:00+00
2063,Public consumption,2016,2016/03/21 04:00:00+00,02:15:56,b'e\x0cAhd-\x82',21,1D,102,398100,136800,408,4D,U,H ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",700 BLOCK OF 7TH STREET NW,398100,136800,2016/03/21 06:15:56+00
2064,Possession,2013,2013/08/23 04:00:00+00,09:12:00,b'E\x0c\x85x\xbcAl',58,5D,506,401800,137700,,,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1200 BLOCK OF 16TH ST NE,401800,137700,2013/08/24 01:12:00+00
2065,Possession,2012,2012/10/08 04:00:00+00,10:36:00,b'E\x0b>q5\xa4\xc4',29,3D,302,397200,140000,701,7D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1300 BLOCK OF COLUMBIA RD NW,397200,140000,2012/10/09 02:36:00+00
2066,Possession with intent to distribute,2014,2014/10/20 04:00:00+00,09:55:00,b'e\x08i?\x8e\x82\xe5',31,1D,102,398100,136200,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,300 BLOCK OF 7TH ST NW,398100,136200,2014/10/21 01:55:00+00
2067,Public consumption,2017,2017/06/21 04:00:00+00,11:10:00,b'E\x07\xf6l\x84\x1e\xce',23,7D,704,402500,131100,704,7D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",3400 BLOCK OF 23RD STREET SE,402500,131100,2017/06/21 15:10:00+00
2068,Distribution,2017,2017/07/09 04:00:00+00,01:26:29,b'e\x04E\x13h\xc0G',18,5D,507,402000,136800,507,5D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,1800 BLOCK OF BENNING ROAD NE,402000,136800,2017/07/09 17:26:29+00
2069,Distribution,2017,2017/07/09 04:00:00+00,01:26:45,b'e\x04E\x13h\xc0G',19,5D,507,402000,136800,506,5D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,1800 BLOCK OF BENNING ROAD NE,402000,136800,2017/07/09 17:26:45+00
2070,Possession,2014,2014/03/30 04:00:00+00,06:56:00,b'e\x03\x0b\r\xcb\xe89',24,4D,405,400800,142200,405,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4800 BLOCK OF SOUTH DAKOTA AVE NE,400800,142200,2014/03/30 22:56:00+00
2071,Possession,2012,2012/05/20 04:00:00+00,04:57:00,b'E:\x01\xba\xf7L\xe9',21,3D,301,397200,139000,701,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1400 BLOCK OF W ST SE,397200,139000,2012/05/20 20:57:00+00
2072,Possession,2012,2012/01/14 05:00:00+00,08:05:00,"b'e,\x1c\xd5\x1al\xf6'",27,4D,403,397500,143600,402,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5800 BLOCK OF COLORADO AVE NW,397500,143600,2012/01/15 01:05:00+00
2073,Possession,2013,2013/10/03 04:00:00+00,07:00:00,b'e*!\xd6\x8f\xe9\x18',38,4D,409,396900,140700,403,4D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1500 BLOCK OF MERIDIAN PL NW,396900,140700,2013/10/03 23:00:00+00
2074,Possession with intent to distribute,2016,2016/04/01 04:00:00+00,02:52:22,b'E#\x17\xd6\xe5_\x02',30,5D,507,401400,136800,103,1D,B ,U ,M,Narcotics,Poss W/i To Dist A Controlled Substance,700 BLOCK OF 15TH STREET NE,401400,136800,2016/04/01 06:52:22+00
2075,Possession with intent to distribute,2016,2016/02/17 05:00:00+00,09:38:50,b'dY\xf9\x05:e\x13',37,5D,506,401500,137200,405,4D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,1500 BLOCK OF OATES STREET NE,401500,137200,2016/02/18 02:38:50+00
2076,Possession with intent to distribute,2017,2017/11/15 05:00:00+00,05:40:51,b'dX\x9ew\xfd\x94\x1c',27,5D,505,401100,139400,503,5D,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1300 BLOCK OF SARATOGA AVENUE NE,401100,139400,2017/11/15 22:40:51+00
2077,Possession,2013,2013/02/09 05:00:00+00,08:40:00,b'dw@\xe6\x88\xd6\xc8',31,4D,402,397600,144100,402,4D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,6200 BLOCK OF GEORGIA AVE NW,397600,144100,2013/02/10 01:40:00+00
2078,Possession,2013,2013/08/23 04:00:00+00,04:55:00,b'dTK\x8dw\xdc\x11',24,3D,308,398300,137900,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,600 BLOCK OF O ST NW,398300,137900,2013/08/23 20:55:00+00
2079,Possession,2012,2012/04/27 04:00:00+00,07:15:00,b'DS\xba\x19r?\xb9',18,6D,602,406100,136300,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,300 BLOCK OF 50TH STREETNE,406100,136300,2012/04/27 23:15:00+00
2080,Possession,2013,2013/12/23 05:00:00+00,08:54:00,b'Ds\xb4\x85\t7[',28,6D,607,402800,133300,708,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,2800 BLOCK OF TEXAS AVE SE,402800,133300,2013/12/24 01:54:00+00
2081,Public consumption,2014,2014/10/18 04:00:00+00,11:57:00,b'dN\t\x0f\x08H\xf6',18,3D,302,397400,140000,706,7D,B ,N ,M,Narcotics,Public Consumption Of Marijuana,1300 BLOCK OF COLUMBIA RD NW,397400,140000,2014/10/19 03:57:00+00
2082,Possession with intent to distribute,2013,2013/06/25 04:00:00+00,10:00:00,b'DM*\xcaL\xbak',20,6D,608,406100,137200,608,6D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,4900 BLOCK OF JUST ST NE,406100,137200,2013/06/25 14:00:00+00
2083,Possession,2012,2012/07/13 04:00:00+00,04:52:00,b'dL[K-\xdb@',47,2D,207,396700,137200,407,4D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1000 BLOCK OF 17TH ST NW,396700,137200,2012/07/13 20:52:00+00
2084,Distribution,2012,2012/09/27 04:00:00+00,06:38:00,b'dJ\xbd\x1dJf\xa9',19,6D,603,404000,136000,602,6D,B ,U ,M,Narcotics,Ucsa Dist Marijuana,100 BLOCK OF 35TH ST NE,404000,136000,2012/09/27 22:38:00+00
2085,Distribution,2012,2012/09/27 04:00:00+00,06:38:00,b'dJ\xbd\x1dJf\xa9',36,6D,603,404000,136000,608,6D,B ,N ,M,Narcotics,Ucsa Dist Marijuana,100 BLOCK OF 35TH ST NE,404000,136000,2012/09/27 22:38:00+00
2086,Possession,2012,2012/03/14 04:00:00+00,08:45:00,b'dC*\xf6\xd9\xd6\x9f',32,7D,703,401100,132400,703,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1400 BLOCK OF MORRIS RD SE,401100,132400,2012/03/15 00:45:00+00
2087,Possession,2014,2014/05/23 04:00:00+00,09:34:00,b'D6\x9c\x1e\xfb\x8d\xf0',25,7D,706,400700,129600,105,1D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,900 BLOCK OF WAHLER PL SE,400700,129600,2014/05/24 01:34:00+00
2088,Distribution,2017,2017/04/07 04:00:00+00,05:58:29,b'-D3AT\xd9\x1d',34,7D,703,400500,131400,,,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,2700 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400500,131400,2017/04/07 21:58:29+00
2089,Possession,2013,2013/11/18 05:00:00+00,08:05:00,b'd2\xa4y\x8a(\xbe',22,3D,302,398100,140500,607,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,600 BLOCK OF PARK RD NW,398100,140500,2013/11/19 01:05:00+00
2090,Possession with intent to distribute,2012,2012/04/26 04:00:00+00,06:30:00,b'd>\xf5\x10\xf0\xc8\xec',33,1D,108,401400,136800,103,1D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,G ST NE,400400,136800,2012/04/26 22:30:00+00
2091,Public consumption,2016,2016/09/18 04:00:00+00,04:00:06,b'D=\xb9FlXQ',19,2D,206,394100,137400,Out of State,Out of State,W ,U ,F,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",3400 BLOCK OF WATER STREET NW,394100,137400,2016/09/18 20:00:06+00
2092,Possession,2012,2012/10/22 04:00:00+00,07:25:00,"b'd]V\xe9j,\x84'",21,6D,608,407000,136700,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,5600 BLOCK OF NANNIE HELEN BURROUGHS AVE NE,407000,136700,2012/10/22 23:25:00+00
2093,Possession,2013,2013/04/04 04:00:00+00,06:00:00,b'd\xf8j\xd3\x0e{\xcd',62,5D,501,399100,138900,501,5D,U,U ,M,Narcotics,Ucsa Poss Marijuana,UNIT BLOCK OF V ST NW,399100,138900,2013/04/04 22:00:00+00
2094,Distribution,2017,2017/05/15 04:00:00+00,05:04:06,b'd\xed\xe5\x82\x1a\xa8\xd9',25,6D,606,404200,133000,706,7D,B ,N ,F,Narcotics,Distribution Of Marijuana-misd,3800 BLOCK OF PENNSYLVANIA AVENUE SE,404200,133000,2017/05/15 21:04:06+00
2095,Possession,2017,2017/06/24 04:00:00+00,08:40:32,b'D\xdc\xc4\xc3D\xd3\xdc',18,4D,404,397800,141100,602,6D,B ,N ,M,Narcotics,Poss Of A Controlled Substance -misd,800 BLOCK OF QUINCY STREET NW,397800,141100,2017/06/25 00:40:32+00
2096,Possession,2012,2012/06/27 04:00:00+00,08:30:00,b'D\xdc\xb7\x07\xa5\xdc ',27,1D,103,399200,137600,405,4D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,1200 BLOCK OF NORTH CAPITOL STREET NW B304,399200,137600,2012/06/28 00:30:00+00
2097,Possession,2013,2013/08/20 04:00:00+00,05:27:00,b'd\xd87`b\xa7\xdc',58,1D,105,398600,134000,103,1D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,300 BLOCK OF N ST SW,398600,134000,2013/08/20 21:27:00+00
2098,Possession,2012,2012/02/19 05:00:00+00,02:31:00,b'd\xc4\x84\x84\xe1\xf7\x04',57,7D,703,400700,132800,105,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF MARTIN LUTHER KING AVE SE,400700,132800,2012/02/19 07:31:00+00
2099,Possession,2013,2013/05/01 04:00:00+00,03:40:00,b'D\xc0\x9dA\x02\xb3\xe2',25,5D,501,399200,137700,308,3D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,UNIT BLOCK OF N ST NW,399200,137700,2013/05/01 19:40:00+00
2100,Possession,2012,2012/04/21 04:00:00+00,04:57:00,b'd\xc0\x05e\xfaH\x87',34,7D,703,401000,132400,403,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,HOWARD RD / WEST ST SE,,,2012/04/21 20:57:00+00
2101,Possession,2013,2013/12/31 05:00:00+00,06:39:00,b'd\xbf\xb5F\xa0I6',32,4D,409,397100,140600,403,4D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1400 BLOCK OF MERIDIAN PL NW,397100,140600,2013/12/31 23:39:00+00
2102,Possession,2012,2012/08/28 04:00:00+00,08:57:00,b'D\xbb\xfbrC\xd9\x0b',41,6D,605,405000,133300,605,6D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,4200 BLOCK OF SOUTHERN AVE SE,405000,133300,2012/08/29 00:57:00+00
2103,Possession,2013,2013/07/03 04:00:00+00,03:34:00,b'd\xb8P0Y\x00\xf4',42,6D,608,406500,136000,701,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5300 BLOCK OF BLAINE ST NE,406500,136000,2013/07/03 07:34:00+00
2104,Public consumption,2016,2016/03/10 05:00:00+00,04:10:28,b'd\xb7^\x0e\xfcj\x0b',25,3D,306,398200,138700,708,7D,B ,N ,F,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",600 BLOCK OF T STREET NW,398200,138700,2016/03/10 21:10:28+00
2105,Public consumption,2016,2016/03/10 05:00:00+00,04:10:29,b'd\xb7^\x0e\xfcj\x0b',20,3D,306,398200,138700,501,5D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",600 BLOCK OF T STREET NW,398200,138700,2016/03/10 21:10:29+00
2106,Public consumption,2016,2016/03/10 05:00:00+00,04:10:33,b'd\xb7^\x0e\xfcj\x0b',23,3D,306,398200,138700,706,7D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",600 BLOCK OF T STREET NW,398200,138700,2016/03/10 21:10:33+00
2107,Public consumption,2016,2016/03/10 05:00:00+00,04:10:38,b'd\xb7^\x0e\xfcj\x0b',20,3D,306,398200,138700,701,7D,B ,N ,F,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",600 BLOCK OF T STREET NW,398200,138700,2016/03/10 21:10:38+00
2108,Public consumption,2016,2016/03/10 05:00:00+00,04:10:40,b'd\xb7^\x0e\xfcj\x0b',21,3D,306,398200,138700,702,7D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",600 BLOCK OF T STREET NW,398200,138700,2016/03/10 21:10:40+00
2109,Public consumption,2016,2016/03/10 05:00:00+00,04:10:54,b'd\xb7^\x0e\xfcj\x0b',26,3D,306,398200,138700,407,4D,B ,U ,F,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",600 BLOCK OF T STREET NW,398200,138700,2016/03/10 21:10:54+00
2110,Distribution,2016,2016/07/19 04:00:00+00,03:45:10,b'd\xaa\x11\xeb1\xf2\x1b',21,3D,307,397600,138200,302,3D,B ,H ,M,Narcotics,Distribution Of Marijuana-misd,1600 BLOCK OF 11TH STREET NW,397600,138200,2016/07/19 19:45:10+00
2111,Distribution,2017,2017/02/12 05:00:00+00,06:10:07,b'D\xa6\xf6\x9b\xb8%\x94',27,7D,703,400600,132800,,,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,2400 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400700,132800,2017/02/12 23:10:07+00
2112,Possession,2012,2012/05/16 04:00:00+00,05:30:00,b'D\x9f\xe0\x02\x1d\xf1d',51,5D,501,399200,138100,501,5D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,1500 BLOCK OF NORTH CAPITOL ST NW,399200,138100,2012/05/16 21:30:00+00
2113,Possession,2012,2012/11/11 05:00:00+00,01:40:00,b'd\x9e\x15\x8b\x94}\xd8',30,3D,305,397900,138900,408,4D,W ,N ,M,Narcotics,Ucsa Poss Marijuana,800 BLOCK OF V ST NW,397900,138900,2012/11/11 06:40:00+00
2114,Possession,2012,2012/11/03 04:00:00+00,01:01:00,b'd\x9d\x07%qF\xde',46,7D,702,402600,131900,703,7D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,2900 BLOCK OF KNOX PL SE,402600,131900,2012/11/03 05:01:00+00
2115,Possession,2014,2014/05/02 04:00:00+00,05:15:00,b'D\x96g\xc0nFM',21,5D,503,401900,137700,507,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF BLADENSBURG RD NE,401900,137700,2014/05/02 21:15:00+00
2116,Possession with intent to distribute,2015,2015/12/15 05:00:00+00,06:00:15,b'D\x94#x\xff\x1b\xd0',28,6D,602,406200,137400,Out of State,Out of State,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,5000 BLOCK OF LEE STREET NE,406200,137400,2015/12/15 23:00:15+00
2117,Possession with intent to distribute,2015,2015/12/15 05:00:00+00,06:00:19,b'D\x94#x\xff\x1b\xd0',30,6D,602,406200,137400,Out of State,Out of State,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,5000 BLOCK OF LEE STREET NE,406200,137400,2015/12/15 23:00:19+00
2118,Possession with intent to distribute,2015,2015/12/15 05:00:00+00,06:00:26,b'D\x94#x\xff\x1b\xd0',28,6D,602,406200,137400,Out of State,Out of State,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,5000 BLOCK OF LEE STREET NE,406200,137400,2015/12/15 23:00:26+00
2119,Possession with intent to distribute,2015,2015/12/15 05:00:00+00,06:00:34,b'D\x94#x\xff\x1b\xd0',34,6D,602,406200,137400,Out of State,Out of State,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,5000 BLOCK OF LEE STREET NE,406200,137400,2015/12/15 23:00:34+00
2120,Possession,2014,2014/07/13 04:00:00+00,09:14:00,b'D\x8fl\xcbL\x07\xc8',27,7D,701,401400,133000,701,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,15TH ST SE / V ST SE,401400,133000,2014/07/14 01:14:00+00
2121,Possession,2012,2012/01/07 05:00:00+00,03:20:00,b'D\x8eXz\xc7qH',35,5D,507,401600,136800,507,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1500 BLOCK OF BENNING RD NE SALLEY,401600,136900,2012/01/07 20:20:00+00
2122,Possession,2014,2014/03/04 05:00:00+00,11:59:00,b'd\x8a\x0fw\x97\xd8\xbb',34,4D,407,398500,141600,403,4D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,400 BLOCK OF UPSHUR ST NW,398500,141600,2014/03/05 04:59:00+00
2123,Possession,2014,2014/03/04 05:00:00+00,11:59:00,b'd\x8a\x0fw\x97\xd8\xbb',43,4D,407,398500,141600,402,4D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,400 BLOCK OF UPSHUR ST NW,398500,141600,2014/03/05 04:59:00+00
2124,Possession,2013,2013/06/19 04:00:00+00,05:08:00,b'd\x87\xc8\x99\xcd\x8do',22,1D,105,398500,134100,,,B ,U ,M,Narcotics,Ucsa Poss Marijuana,400 BLOCK OF N ST NW,398500,134100,2013/06/19 21:08:00+00
2125,Possession,2013,2013/10/12 04:00:00+00,03:31:00,b'D\x80\xb4\xa2\xa2\x05)',23,6D,608,406500,136300,702,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,53RD ST NE / CLAY TER NE,406500,136300,2013/10/12 19:31:00+00
2126,Public consumption,2017,2017/04/07 04:00:00+00,01:15:05,b'd\x80\xac\xc426\xd7',27,3D,305,397900,138700,Out of State,Out of State,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1900 BLOCK OF 9TH STREET NW,397900,138700,2017/04/07 05:15:05+00
2127,Public consumption,2017,2017/04/07 04:00:00+00,01:15:08,b'd\x80\xac\xc426\xd7',21,3D,305,397900,138700,,,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1900 BLOCK OF 9TH STREET NW,397900,138700,2017/04/07 05:15:08+00
2128,Possession,2012,2012/04/12 04:00:00+00,01:05:00,b'd\x1d\x83\x8f\xce\x8fY',23,1D,103,399200,137000,607,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,NORTH CAPITOL,,,2012/04/12 05:05:00+00
2129,Distribution,2017,2017/09/14 04:00:00+00,04:17:58,"b'D\x1b\x9dJ""\r\x05'",38,3D,305,397400,138900,Out of State,Out of State,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,1300 BLOCK OF V STREET NW,397400,138900,2017/09/14 20:17:58+00
2130,Distribution,2016,2016/08/18 04:00:00+00,07:30:05,b'd\x18EN\x0c\xb9?',47,6D,602,406600,137400,704,7D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,1100 BLOCK OF EASTERN AVENUE NE,406600,137400,2016/08/18 23:30:05+00
2131,Possession,2014,2014/04/09 04:00:00+00,08:10:00,"b'd\x17\x9a,6\r\x13'",45,7D,706,400000,129200,704,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,400 BLOCK OF BRANDYWINE ST SE,400000,129200,2014/04/10 00:10:00+00
2132,Possession,2012,2012/02/11 05:00:00+00,12:45:00,b'D\x12\xbd(x\xe4\xae',34,5D,506,400400,137500,506,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,800 BLOCK OF FLORIDA AVE NE,400400,137500,2012/02/11 17:45:00+00
2133,Possession,2013,2013/12/10 05:00:00+00,07:39:00,b'd\x10L\xf1\xcdSP',52,6D,603,404800,136200,Out of State,Out of State,B ,N ,F,Narcotics,Ucsa Possession Marijuana,4000 BLOCK OF BENNING RD NE,404800,136200,2013/12/11 00:39:00+00
2134,Possession,2012,2012/08/15 04:00:00+00,05:20:00,b'd\x05\x0b\x05e-\x0e',25,6D,604,406400,135200,604,6D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,300 BLOCK OF 53RD ST NE,406500,136200,2012/08/15 21:20:00+00
2135,Possession with intent to distribute,2013,2013/01/17 05:00:00+00,07:09:00,b'D\x01\x1b\xb2\x90\xa9\x0b',34,7D,707,399600,131000,707,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,200 BLOCK OF ORANGE ST SE,399600,131000,2013/01/18 00:09:00+00
2136,Possession,2013,2013/07/10 04:00:00+00,08:00:00,b'd\t\xccJ\x13U\xa5',20,6D,603,404400,136400,502,5D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,BENNING RD NE / MINNESOTA AVE NE,404400,136400,2013/07/11 00:00:00+00
2137,Possession with intent to distribute,2013,2013/06/21 04:00:00+00,05:00:00,b'D[?\xff\x08\x16\x8d',19,7D,703,400600,132800,701,7D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,2400 BLOCK OF SHANNON PL SE,400600,132800,2013/06/21 21:00:00+00
2138,Distribution,2014,2014/04/23 04:00:00+00,07:25:00,b'd/\x88.\xe1$\xf7',20,6D,608,406600,136200,608,6D,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,300 BLOCK OF 54TH ST NE,406600,136200,2014/04/23 23:25:00+00
2139,Possession,2012,2012/04/26 04:00:00+00,11:30:00,b'D*\xd2(s\x8dv',23,4D,403,397800,143400,308,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,9TH ST NW,397800,141900,2012/04/26 15:30:00+00
2140,Possession with intent to distribute,2014,2014/03/08 05:00:00+00,06:30:00,b'd*\x9b\xdb\xd8\xec\x0f',26,7D,702,402300,132200,506,5D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,2700 BLOCK OF BRUCE PL SE,402300,132200,2014/03/08 23:30:00+00
2141,Distribution,2016,2016/06/22 04:00:00+00,03:52:50,b'd$\x9f\\>\x80\x13',23,5D,504,401100,139700,704,7D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,1300 BLOCK OF BRENTWOOD ROAD NE,401100,139700,2016/06/22 19:52:50+00
2142,Possession with intent to distribute,2017,2017/09/13 04:00:00+00,07:00:50,"b'D""\x146\xec\xac\x18'",54,7D,701,402200,133600,701,7D,B ,N ,M,Narcotics,Poss W/i To Dist A Controlled Substance,3800 BLOCK OF MINNESOTA AVENUE NE,404300,136100,2017/09/13 23:00:50+00
2143,Possession,2013,2013/03/09 05:00:00+00,04:00:00,b'd!p?\x96vU',23,6D,603,403700,135200,603,6D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,3400 BLOCK OF MINNESOTA AVE SE,403700,135200,2013/03/09 21:00:00+00
